1760	1296	38
1760	494	38
1270	707	38
1134	449	38
1687	707	38
1479	956	38
1478	449	38
2163	494	38
1270	596	38
1764	880	38
1135	2006	38
1478	798	38
1139	619	38
1764	268	38
1135	1296	38
1134	1681	38
1760	133	38
1134	1677	38
1687	316	38
2163	457	38
1479	522	38
2163	452	38
1270	545	38
1139	1588	38
1764	120	38
1479	409	38
1139	1589	38
1479	880	38
1270	2105	38
1760	798	38
2163	596	38
1760	104	38
1139	166	38
1478	133	38
1764	1152	38
2163	740	38
1687	1681	38
1687	1677	38
1479	740	38
1605	268	38
1605	619	38
1270	1056	38
1687	452	38
1687	457	38
1270	494	38
2163	316	38
1605	479	38
1479	1079	38
1479	2105	38
1270	104	38
2163	1508	38
2163	1503	38
1478	2006	38
1478	104	38
1760	2006	38
1478	514	38
1687	62	38
1134	956	38
1139	707	38
1478	1228	38
1135	449	38
1270	1503	38
1687	479	38
1479	1588	38
1687	596	38
1135	62	38
1760	1137	38
1134	409	38
1687	1588	38
1687	1589	38
1760	457	38
1134	740	38
1764	1620	38
1139	1503	38
1135	494	38
1479	316	38
1270	133	38
1605	707	38
1479	2006	38
1479	1296	38
1135	166	38
1605	409	38
1135	1056	38
1764	1045	38
1605	1589	38
1605	1588	38
1134	1079	38
1270	740	38
1270	798	38
1760	62	38
2163	956	38
1605	880	38
1764	201	38
1760	1677	38
1760	1681	38
1764	956	38
2163	522	38
1134	104	38
1478	545	38
1760	452	38
1764	1508	38
1478	707	38
1760	201	38
1135	1677	38
1764	1503	38
1139	494	38
1139	104	38
1605	1620	38
1478	2105	38
1139	62	38
1764	1677	38
1764	1681	38
1479	452	38
1479	457	38
1687	1137	38
1135	1508	38
1764	1079	38
1479	268	38
1605	740	38
1478	452	38
1135	409	38
1478	457	38
1764	449	38
1134	2006	38
2163	694	38
1687	133	38
1479	545	38
2163	120	38
1605	1296	38
1605	1508	38
1605	1503	38
1139	2006	38
1479	1056	38
1479	201	38
1134	880	38
1605	449	38
1134	707	38
1478	522	38
1687	798	38
1687	740	38
1479	2289	38
1134	452	38
1134	457	38
1687	514	38
1135	1228	38
1687	2289	38
1270	201	38
2163	479	38
1760	1620	38
1139	880	38
1139	956	38
1270	166	38
1135	1588	38
1135	1589	38
1605	1137	38
1478	619	38
1760	120	38
1135	1079	38
1764	1228	38
1479	514	38
1134	166	38
1134	201	38
1134	2105	38
1764	133	38
1760	268	38
1764	1137	38
1478	740	38
1760	479	38
1134	1045	38
1139	1045	38
2163	687	38
1139	1137	38
1764	798	38
1139	133	38
1760	619	38
2163	166	38
1605	850	38
1764	104	38
1270	479	38
1687	449	38
1764	514	38
